age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
35-40,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K,35-40
35-40,State-gov,10,Separated,Exec-managerial,Unmarried,Black,Female,30,United-States,<=50K,35-40
-20,Private,7,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,70-75
20-25,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,>50K,40-45
40-45,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,40-45
35-40,Private,7,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,35-40
30-35,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,30-35
35-40,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,35-40
25-30,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,25-30
35-40,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35-40
45-50,Private,9,Separated,Prof-specialty,Unmarried,Other,Female,60,Puerto-Rico,<=50K,45-50
45-50,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,45-50
35-40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,35-40
35-40,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,35-40
45-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,45-50
30-35,Federal-gov,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,30-35
30-35,Local-gov,9,Divorced,Protective-serv,Unmarried,White,Male,40,United-States,<=50K,30-35
20-25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-25
40-45,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-45
40-45,Private,10,Married-civ-spouse,Tech-support,Husband,Black,Male,40,Jamaica,>50K,40-45
35-40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,35-40
75+,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,United-States,<=50K,75+
20-25,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,20-25
40-45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-45
50-55,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,50-55
25-30,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,25-30
45-50,Private,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,India,<=50K,45-50
50-55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-55
30-35,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,30-35
50-55,Self-emp-not-inc,14,Divorced,Sales,Not-in-family,White,Male,60,United-States,<=50K,50-55
25-30,Private,10,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,25-30
50-55,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,50-55
35-40,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,>50K,35-40
20-25,Self-emp-not-inc,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,20-25
50-55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,50-55
20-25,Private,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,50,United-States,<=50K,20-25
35-40,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,35-40
30-35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,30-35
65-70,?,10,Married-civ-spouse,?,Husband,White,Male,20,United-States,<=50K,65-70
75+,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,75+
65-70,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,65-70
20-25,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-25
45-50,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,45-50
30-35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,30-35
50-55,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,50-55
30-35,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,35,United-States,<=50K,30-35
45-50,Private,10,Separated,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K,45-50
20-25,Private,9,Married-civ-spouse,Sales,Husband,Other,Male,35,United-States,<=50K,20-25
30-35,Private,12,Married-spouse-absent,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,30-35
25-30,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,48,?,<=50K,25-30
45-50,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,45-50
-20,Private,7,Never-married,Other-service,Own-child,White,Female,24,United-States,<=50K,70-75
40-45,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,40-45
20-25,Private,10,Never-married,Craft-repair,Own-child,White,Male,37,Mexico,<=50K,20-25
-20,Private,6,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,70-75
55-60,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,55-60
20-25,Private,13,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,<=50K,20-25
40-45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-45
20-25,Private,13,Never-married,Sales,Own-child,White,Female,60,United-States,<=50K,20-25
25-30,Private,10,Never-married,Sales,Own-child,White,Male,42,United-States,<=50K,25-30
40-45,Private,9,Widowed,Sales,Unmarried,White,Male,40,United-States,<=50K,40-45
20-25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-25
50-55,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
50-55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,50-55
35-40,Private,9,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,35-40
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,25-30
20-25,Local-gov,10,Separated,Protective-serv,Not-in-family,White,Male,60,United-States,<=50K,20-25
40-45,Private,9,Divorced,Craft-repair,Other-relative,White,Female,40,United-States,<=50K,40-45
40-45,Private,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-45
20-25,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States,<=50K,20-25
40-45,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,<=50K,40-45
35-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,35-40
65-70,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,65-70
30-35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-35
-20,Self-emp-not-inc,7,Never-married,Other-service,Own-child,White,Female,4,United-States,<=50K,70-75
20-25,Private,10,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,20-25
20-25,Private,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,<=50K,20-25
50-55,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
20-25,Private,5,Never-married,Adm-clerical,Unmarried,Black,Female,20,United-States,<=50K,20-25
30-35,Private,10,Divorced,Sales,Own-child,White,Female,30,United-States,<=50K,30-35
20-25,Private,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,20-25
30-35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,30-35
50-55,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,50-55
-20,Private,10,Never-married,Protective-serv,Own-child,White,Female,30,United-States,<=50K,70-75
35-40,Local-gov,9,Divorced,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,35-40
50-55,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
65-70,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,<=50K,65-70
50-55,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,50-55
55-60,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,55-60
35-40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,43,United-States,<=50K,35-40
-20,Private,8,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,70-75
40-45,?,9,Never-married,?,Not-in-family,White,Female,30,United-States,<=50K,40-45
-20,?,10,Never-married,?,Own-child,White,Male,10,United-States,<=50K,70-75
20-25,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-25
20-25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,20-25
30-35,Private,10,Never-married,Exec-managerial,Not-in-family,Black,Male,40,Jamaica,<=50K,30-35
30-35,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,30-35
30-35,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,30-35
45-50,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,45-50
-20,Private,9,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,70-75
35-40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States,<=50K,35-40
25-30,Private,10,Never-married,Other-service,Unmarried,White,Female,36,United-States,<=50K,25-30
35-40,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,Iran,>50K,35-40
20-25,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,20-25
45-50,Local-gov,10,Separated,Other-service,Unmarried,Black,Female,28,United-States,<=50K,45-50
65-70,Private,9,Divorced,Other-service,Not-in-family,White,Female,23,United-States,<=50K,65-70
40-45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-45
75+,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,75+
25-30,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
30-35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,United-States,<=50K,30-35
50-55,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,50-55
55-60,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,55-60
20-25,Private,10,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,<=50K,20-25
30-35,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,30-35
25-30,Private,7,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,25-30
30-35,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,30-35
30-35,Private,10,Divorced,Sales,Not-in-family,White,Female,55,United-States,<=50K,30-35
40-45,Private,13,Married-civ-spouse,Tech-support,Wife,White,Female,25,United-States,>50K,40-45
35-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35-40
-20,Private,7,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,70-75
45-50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K,45-50
30-35,?,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,30-35
50-55,State-gov,9,Separated,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K,50-55
20-25,State-gov,9,Never-married,Other-service,Own-child,Black,Male,40,United-States,<=50K,20-25
35-40,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K,35-40
25-30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Germany,<=50K,25-30
35-40,Private,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,35,?,<=50K,35-40
25-30,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,25-30
20-25,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,8,India,<=50K,20-25
40-45,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,40-45
20-25,Private,10,Never-married,Tech-support,Own-child,White,Male,25,United-States,<=50K,20-25
35-40,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,35-40
45-50,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,45-50
40-45,Self-emp-not-inc,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,40-45
20-25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K,20-25
20-25,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,Yugoslavia,<=50K,20-25
20-25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-25
55-60,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55-60
35-40,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,Puerto-Rico,>50K,35-40
65-70,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,65-70
30-35,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,30-35
35-40,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,35-40
45-50,Private,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,45-50
40-45,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,<=50K,40-45
45-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,Canada,>50K,45-50
30-35,Local-gov,9,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,30-35
40-45,Private,10,Married-civ-spouse,Tech-support,Wife,Black,Female,40,United-States,<=50K,40-45
40-45,Private,10,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,40-45
30-35,Private,13,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K,30-35
65-70,?,10,Married-civ-spouse,?,Husband,White,Male,30,United-States,<=50K,65-70
30-35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,30-35
45-50,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Germany,>50K,45-50
40-45,Self-emp-inc,4,Divorced,Craft-repair,Unmarried,White,Male,25,United-States,<=50K,40-45
20-25,Private,11,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,20-25
20-25,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-25
20-25,Private,9,Never-married,Sales,Other-relative,White,Male,55,United-States,<=50K,20-25
45-50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,45-50
35-40,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,35-40
-20,?,7,Never-married,?,Unmarried,White,Female,30,United-States,<=50K,70-75
40-45,Federal-gov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-45
25-30,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,25-30
25-30,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,United-States,<=50K,25-30
35-40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K,35-40
45-50,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,45-50
25-30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,25-30
40-45,Local-gov,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,40-45
70-75,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,20,United-States,>50K,70-75
40-45,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,40,?,<=50K,40-45
35-40,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,35-40
50-55,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,United-States,<=50K,50-55
65-70,Local-gov,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K,65-70
30-35,Private,12,Never-married,Exec-managerial,Unmarried,White,Female,55,?,<=50K,30-35
45-50,Local-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,45-50
55-60,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,55-60
20-25,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,20-25
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K,20-25
55-60,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,55-60
40-45,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,40-45
30-35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,30-35
55-60,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,55-60
45-50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K,45-50
25-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,25-30
